1,1,0.0126578,10759.539958898,10759.552616670,1
2,0,0.00319503,10759.555806852,10759.559001883,1
3,0,0.00699746,10759.559073533,10759.566070997,1
4,0,0.00687201,10759.566163299,10759.573035308,1
5,0,0.00716575,10759.573122967,10759.580288715,1
6,0,0.00652595,10759.580413789,10759.586939744,1
7,0,0.00650476,10759.587118586,10759.593623350,1
8,0,0.00750072,10759.593742142,10759.601242860,1
9,0,0.00715021,10759.601395613,10759.608545828,1
10,0,0.00751485,10759.608750348,10759.616265203,1
11,0,0.00755016,10759.616404143,10759.623954300,1
12,0,0.00700867,10759.624092904,10759.631101579,1
13,0,0.00629244,10759.631236050,10759.637528488,1
14,0,0.00626433,10759.637617621,10759.643881953,1
15,0,0.00628213,10759.643939071,10759.650221196,1
16,0,0.00687999,10759.650276683,10759.657156669,1
17,0,0.00751188,10759.657357162,10759.664869037,1
18,0,0.00713374,10759.665009244,10759.672142985,1
19,0,0.00753783,10759.672282267,10759.679820100,1
20,0,0.00699654,10759.679960100,10759.686956643,1
21,0,0.00757603,10759.687097279,10759.694673310,1
22,0,0.00751573,10759.694813510,10759.702329238,1
23,0,0.00696093,10759.702467273,10759.709428207,1
24,0,0.00750136,10759.709578880,10759.717080238,1
25,0,0.00697874,10759.717284454,10759.724263196,1
26,0,0.00752254,10759.724401340,10759.731923880,1
27,0,0.00655777,10759.732065529,10759.738623300,1
28,0,0.00644042,10759.738777953,10759.745218377,1
29,0,0.00748692,10759.745362287,10759.752849203,1
30,0,0.00663528,10759.753010496,10759.759645779,1
31,0,0.00752459,10759.759786707,10759.767311297,1
32,0,0.00716866,10759.767451815,10759.774620477,1
33,0,0.00753944,10759.774763882,10759.782303321,1
34,0,0.00753962,10759.782440339,10759.789979954,1
35,0,0.00747175,10759.790131738,10759.797603488,1
36,0,0.00711733,10759.797754654,10759.804871985,1
37,0,0.00737441,10759.805080880,10759.812455291,1
38,0,0.00751413,10759.812661321,10759.820175453,1
