1,0,0.00699791,8497.856592069,8497.863589982,1
2,3,0.0420743,8497.863977934,8497.906052256,1
3,0,0.00704415,8497.906191732,8497.913235886,1
4,0,0.00727512,8497.913377703,8497.920652822,1
5,1,0.0162689,8497.920792256,8497.937061107,1
6,1,0.0163954,8497.937254280,8497.953649708,1
7,3,0.0446915,8497.953787309,8497.998478851,0
8,2,0.0299262,8497.998664405,8498.28590575,1
9,3,0.0457921,8498.28711841,8498.74503982,0
10,3,0.0425868,8498.74649982,8498.117236809,1
11,0,0.00726261,8498.117375822,8498.124638436,1
12,3,0.0409768,8498.124775934,8498.165752686,1
13,3,0.0482871,8498.165944274,8498.214231423,0
14,0,0.00718131,8498.214389176,8498.221570489,1
15,0,0.00760032,8498.221709386,8498.229309703,1
16,0,0.00758562,8498.229469197,8498.237054819,1
17,0,0.0063937,8498.237248173,8498.243641875,1
18,1,0.0165434,8498.243754715,8498.260298125,1
19,0,0.00653776,8498.260372447,8498.266910205,1
20,0,0.00647762,8498.267006852,8498.273484468,1
21,3,0.0449479,8498.273563353,8498.318511280,0
22,0,0.00748215,8498.318669780,8498.326151933,1
23,3,0.0482113,8498.326292506,8498.374503822,0
24,3,0.0478436,8498.374661184,8498.422504833,0
25,3,0.0428242,8498.422662912,8498.465487114,1
26,3,0.0442958,8498.465624178,8498.509920018,0
27,1,0.0195061,8498.510049795,8498.529555944,1
28,3,0.0448608,8498.529699663,8498.574560495,0
29,0,0.0074854,8498.574733453,8498.582218852,1
30,1,0.0197665,8498.582392841,8498.602159322,1
31,1,0.0192032,8498.602297141,8498.621500386,1
32,0,0.00763086,8498.621640094,8498.629270955,1
33,0,0.00760671,8498.629418510,8498.637025218,1
34,0,0.00751941,8498.637230912,8498.644750319,1
35,2,0.0287207,8498.644901099,8498.673621822,1
36,3,0.0402142,8498.673758110,8498.713972322,1
37,1,0.0191959,8498.714109316,8498.733305247,1
38,1,0.0150376,8498.733445830,8498.748483468,1
39,3,0.0453687,8498.748596851,8498.793965508,0
40,0,0.00676514,8498.794023004,8498.800788139,1
41,3,0.0452026,8498.800847046,8498.846049649,0
42,1,0.0195783,8498.846217851,8498.865796114,1
43,3,0.0432687,8498.865987705,8498.909256405,1
44,1,0.0166673,8498.909397760,8498.926065072,1
45,1,0.0194757,8498.926203503,8498.945679226,1
46,2,0.0316295,8498.945907101,8498.977536601,1
47,1,0.0163963,8498.977673760,8498.994070038,1
48,1,0.0196379,8498.994242008,8499.13879947,1
49,0,0.00738392,8499.14029684,8499.21413607,1
50,3,0.0449448,8499.21553683,8499.66498474,0
51,3,0.0474327,8499.66645226,8499.114077958,0
52,1,0.0191053,8499.114224620,8499.133329955,1
53,3,0.0401545,8499.133467803,8499.173622268,1
54,2,0.0282939,8499.173758705,8499.202052590,1
55,3,0.0478056,8499.202188905,8499.249994518,0
56,0,0.00630861,8499.250152622,8499.256461235,1
57,3,0.0396315,8499.256525495,8499.296156947,1
58,0,0.00625283,8499.296205998,8499.302458825,1
59,0,0.00620856,8499.302512591,8499.308721152,1
60,2,0.0285572,8499.308762311,8499.337319500,1
61,0,0.0073339,8499.337459633,8499.344793530,1
62,3,0.0455908,8499.344961003,8499.390551795,0
63,3,0.0477114,8499.390715997,8499.438427370,0
64,0,0.0070371,8499.438584226,8499.445621328,1
65,0,0.00751195,8499.445789149,8499.453301099,1
66,0,0.00754001,8499.453442489,8499.460982495,1
67,0,0.00746845,8499.461188893,8499.468657340,1
68,0,0.00749141,8499.468797732,8499.476289144,1
69,3,0.0413344,8499.476427809,8499.517762226,1
70,2,0.0312012,8499.517952872,8499.549154090,1
71,1,0.0161541,8499.549293038,8499.565447141,1
72,3,0.0448593,8499.565584072,8499.610443333,0
73,0,0.00726902,8499.610605383,8499.617874405,1
74,3,0.0440286,8499.618011120,8499.662039715,1
75,1,0.0199015,8499.662201280,8499.682102777,1
76,0,0.00749563,8499.682241227,8499.689736857,1
77,0,0.00722471,8499.689941328,8499.697166038,1
78,1,0.0164458,8499.697304295,8499.713750048,1
79,1,0.019337,8499.713942881,8499.733279920,1
80,1,0.0157329,8499.733417107,8499.749150053,1
81,2,0.0277002,8499.749268197,8499.776968405,1
82,1,0.0164642,8499.777170091,8499.793634333,1
83,2,0.0279818,8499.793772719,8499.821754566,1
84,0,0.00732511,8499.821960184,8499.829285295,1
85,1,0.0157835,8499.829451191,8499.845234727,1
86,2,0.028104,8499.845367372,8499.873471340,1
87,0,0.00742702,8499.873630131,8499.881057155,1
88,1,0.0164045,8499.881262203,8499.897666705,1
89,0,0.00747897,8499.898006590,8499.905485561,1
90,1,0.0162283,8499.905625631,8499.921853947,1
91,2,0.0316134,8499.921991607,8499.953604965,1
92,1,0.0159939,8499.953743267,8499.969737163,1
